Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
01,Rajshahi,0111,,011101,,10,October,2024,13,"Naogaon, MCWC",14,14,14,14,0,14,8,10,5,0,9,0,0,0,2,0,0,62,62,35,65,0,65,65,65,65,0,20,0,1,0,7,0,7
01,Rajshahi,0111,,011101,,11,November,2024,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,9,5,23,35,8,30,9,7,26,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,25,25,15,25,0,25,13,10,25,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,3,"Barshail, UH&FWC",1,1,1,1,0,1,1,4,12,5,0,0,0,0,0,0,0,32,32,32,32,32,2,32,32,32,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,4,"Boalia, UH&FWC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,45,35,30,15,20,25,8,15,30,0,8,2,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,5,"Chandipur, UH&FWC",1,1,1,1,0,1,0,7,5,1,0,0,0,0,0,0,1,35,71,61,58,2,76,43,27,71,1,8,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,51,70,25,70,70,70,70,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,7,"Hapania, UH&FWC",0,0,0,0,0,0,10,11,22,1,0,0,0,0,0,1,0,87,87,67,87,35,87,71,71,87,0,35,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,17,26,5,26,26,26,26,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,20,31,10,0,30,10,0,30,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,2,2,0,0,20,28,28,20,0,0,28,2,20,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,21,21,11,21,0,21,21,21,21,0,8,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,23,23,18,23,3,23,23,23,23,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,11,November,2024,13,"Naogaon, MCWC",20,20,20,20,0,20,12,8,13,0,11,0,0,0,2,0,0,15,15,5,15,0,15,15,15,15,0,10,0,0,0,6,0,6
01,Rajshahi,0111,,011101,,12,December,2024,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,2,0,7,9,25,23,5,45,4,0,21,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,24,24,21,21,0,24,7,7,24,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,3,"Barshail, UH&FWC",0,0,0,0,0,0,0,6,14,4,0,0,0,0,0,0,0,14,14,14,14,0,14,14,14,14,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,35,36,10,15,20,10,10,36,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,5,"Chandipur, UH&FWC",1,1,1,1,0,1,0,12,10,2,2,0,0,0,0,1,0,34,65,52,44,4,60,26,39,68,1,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,48,93,17,93,93,93,93,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,7,"Hapania, UH&FWC",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,95,95,95,95,21,95,95,95,95,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21,32,7,32,32,32,32,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,20,20,12,0,30,10,0,25,0,6,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,4,4,3,0,2,0,3,0,2,2,18,18,18,20,20,0,0,0,18,0,20,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,16,15,16,3,16,16,16,16,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,11,11,8,11,0,11,11,11,11,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,12,December,2024,13,"Naogaon, MCWC",21,21,21,21,0,21,12,5,8,0,6,0,0,0,2,0,0,20,20,0,20,0,20,20,20,20,0,20,0,2,0,4,0,4
01,Rajshahi,0111,,011101,,01,January,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,0,4,0,0,2,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,17,17,17,17,0,17,17,13,13,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,3,"Barshail, UH&FWC",1,1,1,1,0,1,1,4,14,3,1,0,0,0,0,0,0,18,18,18,18,4,18,18,18,18,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,13,10,10,23,13,13,3,13,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,5,"Chandipur, UH&FWC",2,2,2,2,0,2,0,23,19,5,0,1,0,2,0,0,1,87,87,53,87,3,87,87,87,87,1,7,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,8,44,4,44,44,44,44,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,7,"Hapania, UH&FWC",0,0,0,0,0,0,4,12,14,1,0,0,0,0,0,1,0,77,77,51,77,11,77,77,77,77,0,10,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,0,18,18,18,18,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,9,"Kirtipur, UH&FWC",1,1,1,1,0,1,1,6,12,3,0,0,0,0,0,0,0,10,20,31,10,5,30,10,0,30,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,2,2,4,0,3,0,3,0,1,1,0,0,4,8,4,8,0,0,0,2,6,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,47,47,32,47,3,47,47,47,47,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,9,7,9,0,9,9,9,9,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,01,January,2025,13,"Naogaon, MCWC",27,27,27,27,0,27,10,12,8,0,5,0,0,0,2,0,0,27,27,10,25,30,27,27,27,27,0,20,0,1,0,4,0,4
01,Rajshahi,0111,,011101,,02,February,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,14,14,14,14,0,14,14,10,10,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,3,"Barshail, UH&FWC",1,1,1,1,0,1,1,2,14,5,0,0,0,0,0,0,0,15,15,15,3,15,15,15,15,15,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,8,3,8,8,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,5,"Chandipur, UH&FWC",1,1,1,1,0,1,1,9,19,1,2,1,0,0,0,0,1,65,65,5,65,2,65,65,65,65,2,6,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,56,0,56,8,56,32,32,32,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,7,"Hapania, UH&FWC",3,3,3,3,0,3,6,0,0,0,1,0,0,0,1,0,0,71,71,53,71,12,71,71,71,67,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,21,4,21,21,21,21,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,20,15,10,0,20,0,0,30,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,28,28,25,28,3,28,28,28,28,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,5,5,5,5,3,5,5,5,5,0,5,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,02,February,2025,13,"Naogaon, MCWC",24,24,24,24,0,24,15,9,6,0,1,0,0,0,1,0,0,12,12,2,12,0,12,12,12,12,0,2,0,2,0,4,0,4
01,Rajshahi,0111,,011101,,03,March,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,15,7,15,15,0,15,15,15,15,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,3,"Barshail, UH&FWC",0,0,0,0,0,0,0,3,14,2,1,0,0,0,0,0,0,13,13,13,13,2,13,13,13,13,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,13,0,13,5,5,8,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,5,"Chandipur, UH&FWC",2,2,2,2,0,2,1,8,12,4,1,1,0,0,0,0,0,66,66,0,66,0,66,66,66,66,2,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,43,9,43,43,43,43,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,7,"Hapania, UH&FWC",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,90,90,21,90,10,90,90,90,90,0,8,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,2,12,12,12,12,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,6,12,2,0,0,0,0,0,0,0,10,20,20,8,0,30,0,0,40,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,23,23,13,23,3,23,23,23,23,0,4,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,3,5,3,5,5,5,5,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,03,March,2025,13,"Naogaon, MCWC",29,29,29,29,0,29,21,7,6,24,1,0,0,0,2,0,0,20,20,0,20,0,20,20,20,20,0,5,0,3,0,4,0,4
01,Rajshahi,0111,,011101,,04,April,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,11,11,0,11,0,11,11,11,11,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,13,13,0,13,0,13,13,13,13,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,3,"Barshail, UH&FWC",0,0,0,0,0,0,0,0,16,3,1,0,0,0,0,0,0,10,10,10,10,2,10,10,10,10,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,14,14,14,4,4,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,5,"Chandipur, UH&FWC",1,1,1,1,0,1,1,4,14,2,0,0,0,0,0,3,1,56,56,0,56,0,56,56,56,56,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,36,7,47,47,47,47,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,7,"Hapania, UH&FWC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,128,0,128,6,128,128,128,128,0,6,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,2,18,18,18,18,18,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,10,20,20,0,0,30,0,0,40,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,12,12,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,18,0,18,1,18,18,18,18,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,3,4,3,4,4,4,4,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,04,April,2025,13,"Naogaon, MCWC",29,29,29,29,0,29,20,17,9,0,1,0,0,0,2,0,0,15,15,8,17,17,19,19,19,19,0,3,0,1,0,4,0,4
01,Rajshahi,0111,,011101,,05,May,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,11,11,0,11,0,11,11,11,11,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,3,"Barshail, UH&FWC",1,1,1,1,0,1,1,5,13,4,0,0,0,0,0,0,0,13,13,13,13,4,13,13,13,13,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,9,9,9,4,4,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,5,"Chandipur, UH&FWC",2,2,2,2,0,2,0,11,13,4,0,0,0,0,0,2,1,51,51,0,51,0,51,51,51,51,1,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,59,59,0,59,8,59,59,59,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,7,"Hapania, UH&FWC",1,1,1,1,0,1,3,9,1,0,0,0,0,0,0,1,0,115,115,0,115,2,115,100,115,115,0,0,1,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,1,18,18,18,18,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,0,0,5,15,5,0,0,30,0,0,20,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,10,10,0,10,0,10,10,10,10,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,3,3,5,1,2,5,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,05,May,2025,13,"Naogaon, MCWC",28,28,28,28,0,28,22,15,7,0,0,0,0,0,0,1,0,18,18,10,22,23,20,20,20,20,0,4,0,2,0,5,0,5
01,Rajshahi,0111,,011101,,06,June,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,8,6,1,0,0,0,0,0,0,0,10,10,0,10,0,10,10,10,10,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,3,"Barshail, UH&FWC",1,1,1,1,0,1,1,6,10,4,0,0,0,0,0,0,0,8,8,0,8,0,8,6,6,14,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,4,"Boalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,7,7,1,7,6,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,5,"Chandipur, UH&FWC",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,20,0,20,0,20,20,20,20,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,43,43,0,20,6,43,43,43,43,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,7,"Hapania, UH&FWC",1,1,1,1,0,1,3,3,1,0,0,0,0,0,0,0,0,77,77,77,77,7,77,77,77,77,0,0,1,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,16,16,0,16,2,16,16,16,16,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,9,"Kirtipur, UH&FWC",0,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,10,20,0,10,0,20,0,0,30,0,3,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,4,0,4,0,4,0,0,4,0,2,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,10,0,10,0,10,10,10,10,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,3,1,3,1,2,3,0,1,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,06,June,2025,13,"Naogaon, MCWC",32,32,32,32,0,32,23,9,9,0,0,0,0,0,3,0,0,15,15,3,15,0,15,15,15,15,0,2,0,0,0,0,4,0
01,Rajshahi,0111,,011101,,07,July,2025,1,"Bakterpur, UH&FWC",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,5,0,5,0,5,5,5,5,0,0,0,0,0,0,0,0
01,Rajshahi,0111,,011101,,07,July,2025,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,9,7,1,0,0,0,0,0,0,0,12,12,0,12,0,12,12,12,12,0,3,0,0,0,0,0,0
